hash,buyer,seller 
61GmuNJ3wMWwatWKphWWNQkvpfRyQxvfeGMmSXmUWM6wzMbzMUXQkf1cXZgwwZ49JCPNirkV2Uggh28bek3DY8kq,69x69x4HCXW7Pdp1paEenanCfJhBwAVdzyQwCb5BBoMo,A8LAkEadfwnxqvWdmZAAjGx5DnLmYp1gUhRyzt7KEP19,3.76
2KSzEfdebYHe1aaE4aKtY84gfTyb9S6JAuQg4R4U4J5TfVTCc1YnxNKeRDoiV79AQKiTjUH4386WBUQSAvttvVzG,A8LAkEadfwnxqvWdmZAAjGx5DnLmYp1gUhRyzt7KEP19,HZsMRibkRHbRUEowGThZKdSSgn2nw3QG8UgD79xLHKn8,2.8
22sfNfKVedD11XwEqS1Pmoogr5BavenYsbx2wGmCK1vgtghLzRKqdnmobPJRz6zMbPxotnEN6jPtrtPQ6BCQs75c,DmAKK1BinPXKgoMesJenUDZjz2FCzpHjyAj7fBBMhfMQ,6KU6af8No5KXSxrU1wtRiRkT9REhoJ4Npy7eowh57PE7,2.5
3RUshkYSGkcQdHmk7X547Ygv2Z4a6ZTNdph75orRvCCb4KCjtTQxyiRoHjq5kSex56ZHDKsMKs4q1cqZWYZSkjRc,5uHms4xyhCyRgzFJKaYGfWfcak6QAFXAAUvqpczKiLKe,FvWwkWm29W1hfYXFYs9vLa8Jsyh8yb7Hv8kS3UWhdzuT,1.734
3Q6YTMz566BqDRqTsK4ts5i31873RFcKWcNnXMsxT92YjB7qjoYRLVo81P6HSuRqQ7CrcrAsQyCi8JRYkvTexax6,FvWwkWm29W1hfYXFYs9vLa8Jsyh8yb7Hv8kS3UWhdzuT,2AzNTGw3U7sqZVbMzQsn9iT6fxmzT9VWFwm6m3Jh4Bsv,1.6
5mVwdp5pV58R1wv4MS8xaGJCBqvPJ8W5EaT458X6aQ1VGcwkNJsZRRyivakoAcVpwT5mcz1RDis795rhc54ZF6HY,2AzNTGw3U7sqZVbMzQsn9iT6fxmzT9VWFwm6m3Jh4Bsv,DSVrj7aaVBzc9ftXReckMqtC4CzXV2VxSFHguNX2i6qs,3.5
4WsdgcSpZKqg35cLEJqX24xFQYeupqAafpaNNhNqzgBPV8XFfMVXx9T7t5sVLxxV38xTRoCs9iCq3w896VHiXpRu,6BLmkYaY2WcYhG87jTnhheM4bh6s3WmYTbtA9ixgy46K,FL75a1V3i1Kh1i1qwYV4ZxnEpRQbnv4PoVjZbygZtupe,2
4jVjvMgKQFQfCBTYRhBmqHXhv2z8DBx8LmY9vfWt9mv9Di29YWgBfffnWPyaSh92fTbcWSJQpSuoKMrVEj9vXdNp,FL75a1V3i1Kh1i1qwYV4ZxnEpRQbnv4PoVjZbygZtupe,EK19N2eiW8DY7pM9PDiMekx1CWMUGsE2mfMGMdGNG8D2,4.74
efiHQYgpg29UWE7EGpBbia1Ee1d9MbedLcqqbtVduD5g89gwbehyLqq1QNc3A8DVJk5BBtey4rht6dno1zspgeD,EK19N2eiW8DY7pM9PDiMekx1CWMUGsE2mfMGMdGNG8D2,K7f7dTsQjCfhEiN4neidW6Vrm6AcL5fPzPe3NFiouEv,4.49
5bTjDPUur732sBkmtRm3fMznzqsUECrvNWtzMsZnjBDLy6APKhTKmx8pi2aQdxfKoFKrWy6tQ7NTQ3urA7H9smxH,ELuJcgZBjd5Rn7FkZKm1DqbqgB4babJvURmsDduUWTjL,5meqEbwjsH8nAuqnKxbuV5Wh4VPBdPjziTeqRuVeVRav,4.15
34pqzFjbepFY6nVAi8pQJ1qSFkyzNrxeDfxF6sXLVkGK8SeodqVoseQz7qHqkNhpEuZARfBwn95BugW5iSWhJLFj,5meqEbwjsH8nAuqnKxbuV5Wh4VPBdPjziTeqRuVeVRav,26WMcZbVdU4RVCCCsh41AAJj3gWptTNQjCCUhoZ3fVSC,0.95
39enSABeWyAdgUWzFdh953ZDCLSuoDqkebHNEbcXC6BApFJ6vtcHwbsRbEnJTeWRw6oXQBvugUvoLq7nRrcQ3cAm,DS5ffrTHRBs8WBHChe9xPFosRFeG4B69bT4rYbHEVzfn,7iMk4qAc8odnL8ZWuQvuuii2DBHerSx9xaYMT8yPPizm,2
2H84fRSP116VRfWoHGHfZs82tX6TVr1aYYbWAieAJnxiQeN6raLjodXZQGHVfPrPKb2SLVCGSUF1uRxzZjot1XLD,6bLsqK1T98Uidmd7FbK84u2cjKVJX5C5SkAbL4SwonRm,5tvvzkkZ28q6Vp25he8Q6sXKvMcsEN2PpW7A8wNXM5GA,3.1
43XeAGMKQfAeu7iKyUJgWpFHj4iP8SUVoGAnznoBZ7nWKteSv5dpQabKvJhVfUda569HQ5strQHwTAP2hj33j13d,5tvvzkkZ28q6Vp25he8Q6sXKvMcsEN2PpW7A8wNXM5GA,2qkMWTM3E3GUAJ3PL929JMsGMakxq2PHsorLG4nraAyM,1.7
4hmaPBy1fZi3asqCZriXdsg6QAKbMmv7zPtU8ccyFi5dmwSAT7QzcDU43NVvbFGMH2BttdWHztBB3gGL2AE9TFjW,2qkMWTM3E3GUAJ3PL929JMsGMakxq2PHsorLG4nraAyM,DyZJ7NZi5izcCYGTxHWagNmWx1v9JjPo449CZT1dBA3k,1.49
LgxHfsyniXjR1p4dwKAEutADsKEKWJYFUqrr6worpVTzkUKABdrEqnw9Bgp6BNWFL6Fc7ZozwPNHkHd9JSX4FSv,DyZJ7NZi5izcCYGTxHWagNmWx1v9JjPo449CZT1dBA3k,5wEqKCAtHbRdssMDKDxLG7qu83zChutkWQDGAagRoDzc,0.49
4dzzmg6Xfu2QkJbYhmYW4HNRe3EKSSFJwnDZ1wnRq5oZs1NKtpHpwCBDdaLXsbjUUk7yMsHbs8TngP9P3J6ZhuvM,3mD1dhr78mHa9CCJwY33rLuguD6PoyEq61qw9ou7qxRC,A9GjF7dqCy9WRnFiPJN7zM4niVYgniBFynLoWW3nadSr,3.28
1bEa7bNeTa15sPzv7zaLAoeZy7EktZKbXVajvN8nzqtLs2bmYof4oTxn1RE5qonw1QhSqFPzt2ikqM3piyfaAR5,5gUwyrdabskPVgixWQ2ssZQcrkXTu7CHUiBk7PAWjMcB,6FLF67aSqoQuHSrWBasbfJ5Zo1NemBrFPXQgGGQZhvrS,0.3
4wSrxy82xSMzCHmdjfnFdBoyWsV9sRJXS3Aj2hL1nZMqvTLzUdh9WwLz28MzXNZnX1aVQQAXSk5EzJELmdGED9DU,4iEN6UNK7vpvmxtX7k5xURqQZWqnn6HDzfBvLUtCXTvj,8gHyCx9HzLRKM4JxHJQs5HDNrPYZYDq5oH5BMHkJ6CD2,1.63
5c3VXHu1A5GmQm97Kmfz8rD2TQQ4RNGYXP2nJfZy58JX6zEJdLJDQFCd7xLigAujmaRsFaSrpNagJNoPmzxCS9WV,8gHyCx9HzLRKM4JxHJQs5HDNrPYZYDq5oH5BMHkJ6CD2,BMWFrGxDJrRWDXU9i3mtheqwQA6xK3hG4rKaM2VMQcJn,1.21
58ub5RyxQPbt565VhpMyGWxMKSseNmacLZBCEG6HWQEAe149b9Kr71BG7taMSFvk2QBWjvafUaCZVDHTg3eYkqLz,7yXMA128gh4eEdtQ5JtCR6tJtRipTPRPqE2XUYhKVbRF,GPzTnsyFi9WXvHc4uRAxRjZNoZTL8jNqqTdr5m4HXAdM,1.85
5mpravboQ74Ux4uMi9Ki5PW6UBc2fy4qF5oFZimYtvGTjqNGCBZzkn5p119yMYbNmaJKgiYU5JdRgc42B9LPQDVc,GPzTnsyFi9WXvHc4uRAxRjZNoZTL8jNqqTdr5m4HXAdM,8tXCucZJQncyJud5WVSMb8G4Ytu8xCgxWfjqjfLWVquU,3.60104428
3wocAJo61HtFGYmAsDtuQ8DrNbt8ZWZRJNCFZE5ARM5eN4JzYZ3M8ECr1JPXXScwJc6LMLjPu1Uqf4h9unCoSZMN,HKUA1SHM1tNGWh3wxsQE9Wdnr8L2zWvfw7cJtE5hQYKF,8PLVjfcsCkS9zpCvW7bPfSEnL5ee2Bb2JJi847q8qnmh,3.6
3MFqPkr1mgiMZDYu4dP3nnuMFRHig1cVUUfYErTZiV9ezzxiT4SVQktDv3cqVdfc3fQptYYGsLH2SicEdSDBAZtu,8PLVjfcsCkS9zpCvW7bPfSEnL5ee2Bb2JJi847q8qnmh,8LBmfeELbiZtL6XFVVq5SgrUtTeD2JBETz4CqiCzafmA,1.48
28pFNDjfrYhTGJ9YicYrkseRgC57iq7aMnb5Sj2kDTkbZAsaF6JqZvUvGiqJENSMr3JUCmojH8GWT81mGJr5ZcVh,8bAttAnFMUkZE9bbVDDZwKfgR9ZHZq9bd3Wj8LcTMhQw,7xKdVBGWyh3GGdcXbu8JVxaKXTr8CzDzFcznQYA7s7Jg,1.79999
32Fc963AtU839eTXuKqQ4qrhAziA3CSmWS53ofRgQU62WbTS1VN5x6fx8ni972CdRokeFZz3mo4aCtF6jsKSyK31,7xKdVBGWyh3GGdcXbu8JVxaKXTr8CzDzFcznQYA7s7Jg,2w4HeHXEEVrpqpKUTZqVSCzCR5uWKK88pNY9pfqSW59R,1.7
2D1jP4hhe7nR8q3U5f6cHTFLjBxFb3iJ9MEArLDbGR3ncSdpzgvhBS3WMrTaBjTmsufDyoroUxmfDim8FEcdh3hA,2w4HeHXEEVrpqpKUTZqVSCzCR5uWKK88pNY9pfqSW59R,BzAaj4sYBt4jHqPoGeVv9QinbBCZyenbQPnUA5qCApkK,2.5
2RuTN55fucbrdGi6HKYWBSpWtEJC5Pc29zv9Nrh7BG1rEPS7CtTuuUK7yXdPerkmbK2pPqW8puddcBfZLFVhFqAF,BzAaj4sYBt4jHqPoGeVv9QinbBCZyenbQPnUA5qCApkK,CRiR2AG9NJkXypZpiemzmKfGPRRuhAHeQoVSodYUxL3C,2
5NFy54ZFcTifJPtZrKa9m45mMF4viKGKQ5w4KVGSsQQyCLf6oZLsskv6sejgHNEternGsfZh43QAjapmwwXQ6yfS,CRiR2AG9NJkXypZpiemzmKfGPRRuhAHeQoVSodYUxL3C,5PKo6L12kSLJmF3TE94Hweqqrt1shLiboQyfbYFsUPaJ,2.5
3amqeK6hGtFzhrfu8VuM3YEULwqAwPMHD8diSsCN4SS9bcrboaBEtWuRvStdeTcHfBGipwUbchhL8odMLPkZobdF,4rmdUeeZgnNh5v9VVP7TcbUQJ8P5xsu9TVjvi86XBq2a,2T8Zy3E5H3nF62tuAcjebkx5X1Qt55VAN2g3cMiAZM9N,1
nLW3QyNTquQW3xjPf9p1GXsr3qwr9izvNmrxsEjRzogRs85rCXq4SGEkh9N6yNRp6A5aYNUWAasZmjFz2jWmzZF,2T8Zy3E5H3nF62tuAcjebkx5X1Qt55VAN2g3cMiAZM9N,4x3oGJaKxM2Q2TvADWSVGqUht5Rw2hHa6WZhiLHEsams,0.65
P9K5B7EPkrU2YQ7cchheWQnTaN5QEZP1Atma8whT3x6ZrSa2ax6E1kXSDAf5yfb7VwHCaFKmp5N9a6Bzb7eHFx5,8U4PHCHUUtTxWq34Vzey7af15yZVd1MrmHAuh88myMFR,2MfpdjW2w6bgrn3uSgicptj3UcyE8M4CXZJF1EQaZdk6,2.55
27egd3WjmscENoudofdUwPfpLYcjFzjc36i2EkKCHVhwpM7Bak91U8fHxQcayem9m52ZAnNu1Yh8ucpbnnJK1V3j,2MfpdjW2w6bgrn3uSgicptj3UcyE8M4CXZJF1EQaZdk6,J7sjxrvRz8VzizTkHSdnQMT3mBmhZB7ZLWiQjNev575T,2.17
3RhMs8vB6wPkYHp6EU4PKV7oV5NK6Th9LAf6vaNHZwemTjQJrsihxAXZ891uFKFF3JRYJCjp1f44UMuidCmhDPB6,J7sjxrvRz8VzizTkHSdnQMT3mBmhZB7ZLWiQjNev575T,Feps94PvqkKoqATgzqM46MdjUAyzKQmuEL6xyLJdYqvn,4.9
6bZxSepeXCVbgjzYrFGptAWy1U8ooa5rL3dZN9BCZn2DewfcivF4s5Rn9wkfYL6RsRAMhC9tLgmSJqrQi3s7JRe,Feps94PvqkKoqATgzqM46MdjUAyzKQmuEL6xyLJdYqvn,DEoGFFciY2AuQ4oJhGm9Mkxwi5akd3Day19GwbtzNoXk,3.49
65P763uTBJsfsdXRfYUFy8D1hagqavX45rKZWtivJXm7L29NBtYbnnzqtnFwNRYYQDjcogPWMRyM2msHdPmP72oo,DEoGFFciY2AuQ4oJhGm9Mkxwi5akd3Day19GwbtzNoXk,FxWMJr9LznLpfgsh61U7GSpknqujvaSbRHRBzU3WXSnj,2.89
2KaVfkQyTYtiXn6sKg4t2dEpbsFaUZxPttFoBcouFC4T2RRRtjLytXMNhWq96E15MefY5uVat4CELPySRouzvULM,FxWMJr9LznLpfgsh61U7GSpknqujvaSbRHRBzU3WXSnj,CrGxjoo9VGyFAame1PgqWWHDfZ3MzJ1aUC2fcx78CrWk,1.6
58TEy5ri43f8roActkRgEsZf3GLnQ2RMCBgG39VRkqXBwF6QpeEgxa8hyGJMLvqpVEXwWCa6HHioBG81Bwe781Nv,6mBSj5M2DnseFGyXQLqFenb67R6RJmXe3eCs4uw6ACcg,21MwUy51fEW31qLdGBwBq6rE5ZxPUWYLCvCv8TJ2T8Eh,2.19
cWiwUQsBhpJCB35bRtcLew6hBFFcVUrg1FTVvJGjgcvU2bJYEo64HSCEgU5duRCWpdNCQXz3mvUXWz4rzqr7QvA,21MwUy51fEW31qLdGBwBq6rE5ZxPUWYLCvCv8TJ2T8Eh,2hNXPFffc5DyEkJ8cncPBcNHyEuxhzfgm387JJ74tXKg,2.5
5Dkt4hS1T4LfyvREnHZEzPRyMBjhArxt1LgXnXXJWjrpWDns7Fva1LWktGEjyYiDFzEd1aTUBfQUivD9Jx2V4c9r,2hNXPFffc5DyEkJ8cncPBcNHyEuxhzfgm387JJ74tXKg,dK7itnHowi6ubfJ6eYacdAL2B1DWEN5fqvBEKfnYFd2,4.68
4vfbG9Md4AX7tzWsUyTR3aiAW4Bam58QU5rwSxStneZQgDBe3FHywhgVZt1M8ythMxC29EFWWiPvCtvrpRtkjds5,dK7itnHowi6ubfJ6eYacdAL2B1DWEN5fqvBEKfnYFd2,HrZB6QJ4CBW2y48HQD1LumvjpuiDDYbfkv5ibTDXMHb6,5.69
4U1xHyx39vPDbbcUoJgjHL5XsbhEQQM1tz2vap8pbLu6v7AAepav1FabQhqsKYJvkjT3zUPybEzfyU3fjYfAsYbT,2PVaqYytyhWjnp4iZur2ZJ8vXPLwnwNajjJcY2XX5WgR,CGj2mSizrjQRDgj8ed7bWZ9XNVXLVqmDygpN5ZoDNzTR,2.63
2jNx9PQfdQ8UQHggevdysd916rQ7fXjfjH8qRmfZxX5y9vUvrqLyJVjwxiFNVnbKpH8W3tqaUZXuWfLT1qW5fxkz,CGj2mSizrjQRDgj8ed7bWZ9XNVXLVqmDygpN5ZoDNzTR,27Pm5KSKaBiAEKyCp23MwChuWL4f14GAsk3FWxoXAKyg,1.85
3jRVCRPfdqZSwY6NxHa8ZnXVJxJaZvEmC4W3s5VEy3NENEjkeCQEnNovaC2poE4j8cmzYFYRC1QB9TZFPMEh5bP9,27Pm5KSKaBiAEKyCp23MwChuWL4f14GAsk3FWxoXAKyg,GQyEcstnNmtRQBX4CBFi39NC4apY9QWCQddN9GUPEQt9,2.38
2C15qzBipZs1uRSct3qEywgfJ5FCvwA1cF8geYo1jxZbMpT26hqKSqJTMb3QstPPSPYsrCnnCsPemp2S4oR8T64h,GQyEcstnNmtRQBX4CBFi39NC4apY9QWCQddN9GUPEQt9,BCtEJzBXSJZYfeaP6KEJDS7as1cqn1QGZ9drtB96uM9m,2.4
64AZGKPgfo82KFbKrZw7Uwh4mqQVQbWYD8jzimSbqMkhtHa8HvAR3M9e8i2LdQyVeYtfErYfGQ2crvBxYbKnKMiB,FHu54h745LEee3deVtTdWCY3TitmW7eQQhQ5J5H3naRM,CP5dLY7kwEHqVEspxMCpzvofmaXdsTWfjGnGSnzE6AAQ,2.6
3qJY7KGjHMjQNSf1mWFxaJL9f3vH2M1zTZSWtCYZTwno77bnyQCndXcu7FoTMttrkKyJ6sbqXXs9rR8tWL8G53em,42FzRrNZ5N7mNKzrdWvsBo29CAUCSzKYZgKhN8iN2UrL,Hjyf7eSdgUQDH49cgatr4JQnsu4iJPoLTtztsQv2P2xF,4.2
2LRrWA7nRk2TipYiTToY3VdPePFuuhL8ZvJoQEL7vnK3T4L26kMS94y11SB9LjDHEzz2fECRvL7bEuf7We5tw7hy,Hjyf7eSdgUQDH49cgatr4JQnsu4iJPoLTtztsQv2P2xF,A8La28BfjdcfptVnQbx3wXvzBTZc2rP3HgwBTfKM7oG5,2.15
2PBsJb9QNYEe9xCXJGYKa8dXbLb88khFEZTMJ5ofpcecSPgbfLTqnJkcNZWNTMtddmmMgxMmHX7VKJP4CRUbHSeW,98kx6TDnLtnTeu9gRVLb2a1LjKHCQ9HQLGNEqXMofCEr,7KgEviRh85NNz6d8ceyxmDLzvdV9ah8BpcUaGP4VbP5M,2.03204428
4gkT5NDz99uWhg8FTMSKWY9J6ZCrDVNBKJU815eSmmJUxpwC5MWL3BCazyn4AKUxbiffsQNDTqhfN5SL8974uWQi,7KgEviRh85NNz6d8ceyxmDLzvdV9ah8BpcUaGP4VbP5M,5GT4qkfzGMJ21xYrHqmmkcUicsApgneCvWsQCmm7yMj6,1.81
5w6itVXEYmu1hmgRqwn1GXPwEskVUZK9SzBe7cxnvZJvAyZ3EwoxogA79Xi1cSedpAFxHqipxYdSHVN3H5HeYvLX,5GT4qkfzGMJ21xYrHqmmkcUicsApgneCvWsQCmm7yMj6,6prX3A2d6G2XaVoKfLLqzKhBdU3XhZzeNwFs9ZC1ejor,2.249
PuBqDgswLrKSPdmDHycWkF8VytNChK6Wk79MU4s42aMfveV4pWW21nr9YBjosPSH2PQgYyUCwDMFjkHw5zTVXPy,6prX3A2d6G2XaVoKfLLqzKhBdU3XhZzeNwFs9ZC1ejor,8G6po1VL1GiyRuYFRUVbmhB1kU8rRp9Bkrh1kvoMJfnJ,1.98
4yBrr6o6skDpYAuJ5Moqs3x4Arvs1ZAgmtffabdE4iQJAERFPM8CRmVuPzVd86mUfS6S5yV7uV2sXxkhdcsrAZ5b,8G6po1VL1GiyRuYFRUVbmhB1kU8rRp9Bkrh1kvoMJfnJ,Fm6oQvRBe13wNnyH8GZMBWvJNEWxuNndHWu4eMTEqmag,2.55
25mYms5b5M4frDWcVG7B9W2XRt7tcHAh3NEbXuercyRkg9ww65eLyBz19cYYx1RvWggrE6NYT5TVBHvGQLeGf84Z,Fm6oQvRBe13wNnyH8GZMBWvJNEWxuNndHWu4eMTEqmag,DorLy7TzxtxNFDZmvW87MRNBFy7NXFwbe4BUGVkqUGst,3.2
3LY7URmM6xTWDfTTjBsqt8rUKfNfEYA9iY8sSiRYAWmB5HcD5p4Yommm9HQQPm4in8iiYrrp3toTBmszuCVeegFA,DorLy7TzxtxNFDZmvW87MRNBFy7NXFwbe4BUGVkqUGst,8nAcrvdTH9AEPJrANRJXbN3jgTNZKDuPDhGSbhueLqqf,1.7
3gzJpwHu7gbQuDZczKXYg2jYRkam7waxC54Nj2S4GSjk5qDzoaEyfrwKrwhD2bZm7Sbg2yoh9to9GirYzK9Ao49B,8nAcrvdTH9AEPJrANRJXbN3jgTNZKDuPDhGSbhueLqqf,D1bqoVArFXEn5q2xiqLTKH2LXePdFEiyrfzpfQ62w18S,2.49
5ihoEdCqmHHdhhnoXaNpogtcxTW29c7SDRTTACGLxNab3mFZ3v4rsBdnRzJpEmz6DtHeC9cVBXmczXQW2mKqZ4uU,6RcFzR5JRyt8cyZzHggQ134RW6YGS99neiK2uuuvjA8z,5j433w9QrrDutRSVXb2MAM3PCPTx6RwYp2EjTHZGneh9,2.99
5FziD5ZC1y8EJb6guD5HLo5DS2yLGVkcnzXtM268QqaLtUxqWqEKE6u9F8PWtorFkMFGLujame8H17kjb22CCspS,5j433w9QrrDutRSVXb2MAM3PCPTx6RwYp2EjTHZGneh9,9aaeLu2ZocMHLnS9QPru8hgcNVJs9eTyC9uEgQnDuGd9,2.069
2ZQHvZFWf2s65gxpCnEe1SaQV9w7NBFxhpnRdSG4YXsBz3gHKWFtx9fiVkB4sV7C3454Tn41vVUmUFvzzXwqtN2Y,9aaeLu2ZocMHLnS9QPru8hgcNVJs9eTyC9uEgQnDuGd9,FXA5gEvao7c5inkuDhiZ5YucbnWxaLVFUEn8NEi2sZTB,1.749
67KY7QXZ99eLf2snewyejoa4y1wgzmXqoQDRN3yAi8WzBeHHoPGVo1Nbei1aCLyhhko1dFTBu5hYzk2yTuNmfVKq,DX2SmyzmpC7r1Kc98eGHTiMQDre2PwpZqBgH3mgaTFi9,DtBuJ5rj8VEW2pj4ZgbJJYpVywsMPLNxBeZzZ4f8kucK,1.75
3BmmdDXJWREHmVJxwounyHzrbZmyVyLxzYmhfJ5Ynm8TAob8tKJa9DNiwbrYA9wUv4wudD1fJkm4ZS1fPt8SeBEo,DtBuJ5rj8VEW2pj4ZgbJJYpVywsMPLNxBeZzZ4f8kucK,6cenDXgTyT5pHjiTjzqF1ucmU31Qbjpooj1BaAvQxAdh,3.3
3NQaWkN3FMuQvuSD3NuHQFjCEUtsw4D4Nj1WpYn227n3wXAn2Ri1vkXUszjCjMUqWZdenY4eVqJQgvkDsvcmTu4R,6cenDXgTyT5pHjiTjzqF1ucmU31Qbjpooj1BaAvQxAdh,5VGPSzpRpL8deBjkmdyNQH6v1rixeoBRibD7bKxnQBjf,4
2WHcDLnooMq7uaRqQowZ3XkjdQ6QdX5nsoSuATpbx3FpiSAvHUdMAFTWBf1nLtwhkpTTQNPhTqfDJJzgqoMUcXMT,7sEepTNhhxywXoCnHM1be38pp6xH9quQnXcY4GDN477o,CR4c45gQLfdCUkgFkKHF971tjPUU3wm5bbC2ak552h6t,2.4
5XHv2JyuuW7wkVmkmECPWDqq7f3XtJBJnUKSEkkhk2bh8PRLMobGqv5sBr137Yb7qM2LGLX6kVnQcJ7Cxp1nuVbq,GvugKZrUqQ8b2g3DYDJNd4yqnFTTxGLYwhSVvTpgyd5J,43w3uDh95QqMVxm7vgxSUZHV8tDj9QyXzutZiBKEE8ht,10
2B8NLCn8TjNX6Y8zCMFZ18khqaAq3dg4pWGVV92zEMVGeaFJqX37J35D2irgaaix1TNtK4veVenuemU3srgL7Y9X,43w3uDh95QqMVxm7vgxSUZHV8tDj9QyXzutZiBKEE8ht,AQH4MNuSRwLyCft5xaBXC3wNwmMUHFzDoWWYh7Wy5hKa,3
4yN1tn2peCd5jMxWVYwLAmo49UjBaH6gbTpHMzziExcWZSvv5i6DoiFQkehQfCyesFB3nTKQoVPAhpsPKRfkgBPa,GLUCjVWujLMHTzJzrfdJtBbgRGsQGxYFN5qGKwjjYWoR,5LBKENVprSkjoUgZjKrwn5ycK9PYDuGGodETeD8k9e3V,3.97
2CGuVZ6LSaR8SC5EkgsTGJ6uzFGgqudfHJXxyUAxK9mHKY3xbNyTRaawZ7fUA98DGXAHh2h399jmXixzrQEEjz6c,5LBKENVprSkjoUgZjKrwn5ycK9PYDuGGodETeD8k9e3V,E3BbwztetkBNuy42Mc59RMipYjCtYTqKCMPiNa9EU4Qa,3.65
37qXjaKs2aNqnQRJDkKGrzfKWioMP5hPitFWHWvkbxoTSezJTXXXqZimd6BpKP93WFfHU2HwYRpX9LyEPWZ1nim1,E3BbwztetkBNuy42Mc59RMipYjCtYTqKCMPiNa9EU4Qa,BPhZE3aZcQhCHMQ6T355UrRVNcAggZh54YbmAzDsgJmG,2.0989
5ZNUss4DCKhiEF1hwimVkMhXCDedBGtq6gw3Vh9VqAVTANv87Jhb493b3uZvDPV6MNRwDLQr81fvgGesroMwJso5,AK5JiujFtgtcFSUYuGZ8aU49MF4SGJoagVxKPS1Es9oS,6kaBGM6p75NrNqoLU2TWcE5d6HQeXYaCc5rub73qp97Z,4.6
